date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:07:38	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2020%20Jul%202017%2005:55:50%20GMT	http://wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:07:39	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2020%20Jul%202017%2005:55:48%20GMT	http://wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:07:52	77160/77160	---M--	200	added ('OK')	text/plain	date:Thu,%2020%20Jul%202017%2005:55:08%20GMT	http://wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:07:56	98024/98024	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2020%20Jul%202017%2005:55:09%20GMT	http://wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfont3e6e.woff	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:07	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2020%20Jul%202017%2005:55:06%20GMT	http://wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfont3e6e.svg	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Aug%202017%2001:38:04%20GMT	http://wordpressboss.com/wb/creato-demo/assets/owlcarousel/css/grabbing.png	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/owlcarousel/css/grabbing.28.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:11	73409/73409	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Aug%202017%2001:38:06%20GMT	http://www.wordpressboss.com/wb/creato-demo/assets/owlcarousel/css/grabbing.png	C:/My%20Web%20Sites/Website/www.wordpressboss.com/wb/creato-demo/assets/owlcarousel/css/grabbing.29.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:12	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2020%20Jul%202017%2005:55:03%20GMT	http://wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfont3e6e.eot	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:12	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2020%20Jul%202017%2005:55:03%20GMT	http://wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfontd41d.eot	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Aug%202017%2001:38:07%20GMT	http://wordpressboss.com/wb/creato-demo/assets/owlcarousel/css/AjaxLoader.gif	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/owlcarousel/css/AjaxLoader.2a.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:14	73413/73413	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Aug%202017%2001:38:09%20GMT	http://www.wordpressboss.com/wb/creato-demo/assets/owlcarousel/css/AjaxLoader.gif	C:/My%20Web%20Sites/Website/www.wordpressboss.com/wb/creato-demo/assets/owlcarousel/css/AjaxLoader.2b.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Aug%202017%2001:38:11%20GMT	http://wordpressboss.com/wb/creato-demo/assets/css/ytp-regular.eot	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/css/ytp-regular.2c.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:16	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2020%20Jul%202017%2005:55:06%20GMT	http://wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Aug%202017%2001:38:12%20GMT	http://wordpressboss.com/wb/creato-demo/assets/css/ytp-regular.ttf	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/css/ytp-regular.2d.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Aug%202017%2001:38:13%20GMT	http://wordpressboss.com/wb/creato-demo/assets/images/raster.png	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/images/raster.2e.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:19	73387/73387	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Aug%202017%2001:38:14%20GMT	http://www.wordpressboss.com/wb/creato-demo/assets/images/raster.png	C:/My%20Web%20Sites/Website/www.wordpressboss.com/wb/creato-demo/assets/images/raster.2f.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Aug%202017%2001:38:15%20GMT	http://wordpressboss.com/wb/creato-demo/assets/images/raster@2x.png	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/images/raster_2x.30.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:22	73393/73393	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Aug%202017%2001:38:17%20GMT	http://www.wordpressboss.com/wb/creato-demo/assets/images/raster@2x.png	C:/My%20Web%20Sites/Website/www.wordpressboss.com/wb/creato-demo/assets/images/raster_2x.31.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Aug%202017%2001:38:18%20GMT	http://wordpressboss.com/wb/creato-demo/assets/images/raster_dot.png	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/images/raster_dot.32.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:25	73395/73395	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Aug%202017%2001:38:20%20GMT	http://www.wordpressboss.com/wb/creato-demo/assets/images/raster_dot.png	C:/My%20Web%20Sites/Website/www.wordpressboss.com/wb/creato-demo/assets/images/raster_dot.33.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Aug%202017%2001:38:22%20GMT	http://wordpressboss.com/wb/creato-demo/assets/images/raster_dot@2x.png	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/images/raster_dot_2x.34.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:28	73401/73401	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Aug%202017%2001:38:23%20GMT	http://www.wordpressboss.com/wb/creato-demo/assets/images/raster_dot@2x.png	C:/My%20Web%20Sites/Website/www.wordpressboss.com/wb/creato-demo/assets/images/raster_dot_2x.35.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Aug%202017%2001:38:26%20GMT	http://wordpressboss.com/wb/creato-demo/assets/images/bg/bg2.jpg	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/images/bg/bg2.37.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:33	73387/73387	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Aug%202017%2001:38:27%20GMT	http://www.wordpressboss.com/wb/creato-demo/assets/images/bg/bg2.jpg	C:/My%20Web%20Sites/Website/www.wordpressboss.com/wb/creato-demo/assets/images/bg/bg2.38.delayed	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:34	107581/107581	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Jul%202017%2005:56:05%20GMT	http://wordpressboss.com/wb/creato-demo/assets/images/bg/bg.jpg	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/images/bg/bg.jpg	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:34	24193/24193	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2005:54:43%20GMT	http://wordpressboss.com/wb/creato-demo/index-image.html	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/index-image.html	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:37	24476/24476	---M--	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202017%2005:54:44%20GMT	http://wordpressboss.com/wb/creato-demo/index-youtube.html	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/index-youtube.html	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:41	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2020%20Jul%202017%2005:55:48%20GMT	http://wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://wordpressboss.com/wb/creato-demo/assets/bootstrap/css/bootstrap.min.css)
07:08:54	102951/102951	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jul%202017%2005:55:17%20GMT	http://wordpressboss.com/wb/creato-demo/assets/images/demo3.png	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/images/demo3.png	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:56	185739/185739	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jul%202017%2005:55:15%20GMT	http://wordpressboss.com/wb/creato-demo/assets/images/demo1.png	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/images/demo1.png	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:58	185655/185655	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jul%202017%2005:55:15%20GMT	http://wordpressboss.com/wb/creato-demo/assets/images/demo2.png	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/images/demo2.png	(from http://wordpressboss.com/wb/creato-demo/index-particle.html)
07:08:59	20127/20127	UR-M--	200	added ('Partial%20Content')	application/vnd.ms-fontobject	date:Thu,%2020%20Jul%202017%2005:55:48%20GMT	http://wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://wordpressboss.com/wb/creato-demo/assets/bootstrap/css/bootstrap.min.css)
07:09:00	18028/18028	UR-M--	200	added ('Partial%20Content')	text/plain	date:Thu,%2020%20Jul%202017%2005:55:52%20GMT	http://wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from http://wordpressboss.com/wb/creato-demo/assets/bootstrap/css/bootstrap.min.css)
07:09:01	23424/23424	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2020%20Jul%202017%2005:55:50%20GMT	http://wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Website/wordpressboss.com/wb/creato-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://wordpressboss.com/wb/creato-demo/assets/bootstrap/css/bootstrap.min.css)
